age,annual_income,credit_score,number_of_dependents,years_employed,vehicle_value,annual_premium,monthly_expenses,savings_amount,loan_amount,number_of_policies,vehicle_ownership_duration,customer_since_years,policy_renewal_count,gender,marital_status,education_level,job_title,region,policy_type,employment_type,payment_frequency,communication_preference,relationship_to_policyholder,health_status,driving_record,home_ownership,risk_appetite,credit_utilization_band,owns_vehicle,has_children,has_previous_claims,is_smoker,is_diabetic,owns_multiple_policies,has_health_insurance,is_student,has_loyalty_discount,attended_defensive_driving,claim_status
74,53304.71,723.0,2,1,3410.33,1623.29,2277.19,577.48,-66.59,4,6,1,0,Female,Single,None,Special effects artist,East,Personal Injury,Student,Monthly,SMS,Self,Very Good,Good,Renter,Medium,Low,0,1,0,0,0,0,0,1,1,1,0
57,42794.84,624.0,1,28,19526.05,1592.83,1426.89,12106.15,12244.5,2,3,4,1,Male,Single,None,IT sales professional,West,Collision,Retired,Yearly,In-person,Child,Good,Bad,Mortgage,Low,High,1,0,0,0,0,1,0,1,1,1,0
53,74372.04,674.0,0,22,25542.89,1424.92,2377.72,16830.74,-2918.91,4,18,0,3,Male,Married,Master,Speech and language therapist,West,Collision,Salaried,Yearly,In-person,Self,Good,Bad,Living with Family,Medium,Very High,1,0,1,0,0,1,1,1,1,1,0
32,67850.32,774.0,1,26,-1588.12,1262.72,3157.23,13721.58,7498.28,4,6,9,3,Male,Divorced,Master,Merchant navy officer,Central,Comprehensive,Salaried,Yearly,SMS,Spouse,Good,Excellent,Renter,Medium,Medium,0,1,0,0,0,0,0,0,0,1,0
45,63189.28,611.0,1,22,19329.96,1045.17,2299.1,-245.82,6076.83,2,8,0,2,Male,Divorced,PhD,Aeronautical engineer,Central,Comprehensive,Student,Yearly,SMS,Parent,Poor,Bad,Renter,Low,Very High,1,1,0,1,0,1,0,1,1,1,0
69,40220.37,769.0,4,27,19051.82,1113.35,4075.49,12875.73,9805.81,4,4,3,1,Other,Divorced,High School,Health visitor,South,Collision,Unemployed,Quarterly,In-person,Parent,Very Good,Bad,Mortgage,Low,Low,1,0,1,0,0,0,1,1,0,1,0
74,42350.79,767.0,2,27,10853.33,1099.57,1822.61,8868.67,6867.93,2,15,1,4,Female,Single,High School,Heritage manager,East,Comprehensive,Student,Quarterly,SMS,Child,Fair,Good,Owner,High,High,1,1,1,0,0,0,0,1,1,1,0
66,36940.22,716.0,0,4,27604.17,1317.65,2674.22,28362.42,9259.13,4,16,4,3,Male,Widowed,High School,Archaeologist,East,Collision,Retired,Yearly,Phone,Spouse,Good,Excellent,Mortgage,Medium,High,1,1,0,0,0,1,0,1,1,0,1
62,66472.97,612.0,3,17,29441.92,1190.48,3545.95,20616.65,6101.59,4,8,2,4,Male,Widowed,PhD,"Therapist, occupational",East,Personal Injury,Student,Yearly,Email,Other,Excellent,Average,Mortgage,Low,Low,0,0,0,0,0,0,1,1,1,1,0
35,75298.03,669.0,0,29,38141.39,1197.96,3307.12,-15121.45,3712.13,4,9,10,0,Male,Divorced,PhD,"Psychotherapist, dance movement",South,Collision,Retired,Yearly,In-person,Child,Very Good,Excellent,Owner,High,High,1,1,0,0,0,0,0,1,1,1,0
19,66979.01,719.0,2,23,19718.02,1662.27,4614.09,15506.16,8669.61,4,2,8,3,Male,Married,High School,Illustrator,South,Comprehensive,Student,Monthly,In-person,Child,Poor,Excellent,Owner,Low,High,0,1,0,0,0,1,1,1,1,1,0
30,89248.54,613.0,5,36,32915.12,1543.12,2759.02,3632.76,12554.52,1,10,8,1,Other,Married,Bachelor,Public relations officer,South,Personal Injury,Salaried,Monthly,Email,Self,Excellent,Excellent,Mortgage,Low,High,1,0,0,0,0,0,0,1,1,0,1
62,53371.45,713.0,0,15,11807.46,965.64,1784.12,472.53,13150.23,4,10,5,4,Male,Married,Bachelor,"Pilot, airline",North,Collision,Student,Yearly,SMS,Self,Excellent,Average,Living with Family,Medium,Very High,0,1,1,0,1,0,0,1,0,1,0
71,55144.96,685.0,1,28,16288.1,1289.09,2567.08,-7897.0,10901.64,2,7,1,4,Male,Divorced,High School,Counselling psychologist,West,Third Party,Self-Employed,Quarterly,SMS,Parent,Good,Good,Renter,Low,Very High,0,0,1,0,0,0,0,1,1,1,0
32,61598.43,651.0,0,29,26794.81,967.28,1829.49,23766.63,16375.9,4,14,11,4,Male,Married,High School,Mental health nurse,North,Third Party,Student,Yearly,Phone,Parent,Very Good,Bad,Owner,Medium,Very High,1,0,0,0,0,0,1,1,1,1,0
37,56557.52,624.0,0,24,13439.65,1380.81,2596.43,25131.43,10428.82,4,12,4,2,Female,Married,None,"Psychologist, sport and exercise",West,Collision,Unemployed,Yearly,In-person,Parent,Good,Excellent,Living with Family,Medium,High,1,1,0,0,1,0,0,1,1,0,0
46,67480.66,752.0,1,37,18378.24,1778.76,3486.81,1.39,14113.49,1,15,11,2,Female,Married,Bachelor,Contracting civil engineer,Central,Third Party,Student,Monthly,SMS,Other,Very Good,Very Bad,Owner,Medium,Low,1,1,0,0,0,0,0,1,0,1,0
76,50405.69,718.0,0,38,28395.56,1093.18,3057.32,26190.41,8679.85,4,4,13,1,Male,Widowed,Master,"Lecturer, further education",West,Collision,Unemployed,Quarterly,In-person,Spouse,Fair,Excellent,Mortgage,Medium,High,1,0,1,1,1,0,1,1,1,1,0
59,39079.13,671.0,3,0,19939.53,1437.18,2416.48,36026.83,12285.81,4,0,1,0,Male,Married,Bachelor,Estate manager/land agent,West,Personal Injury,Student,Yearly,SMS,Other,Good,Bad,Owner,Low,Medium,1,1,0,0,0,0,0,1,0,1,0
46,33159.89,681.0,0,39,10803.62,1684.07,1950.47,12934.36,19796.23,3,9,14,3,Female,Single,None,Nature conservation officer,West,Comprehensive,Unemployed,Quarterly,Phone,Child,Very Good,Very Bad,Living with Family,Low,High,0,0,1,0,0,0,0,1,1,1,0
20,67207.69,666.0,2,38,14104.48,1159.13,2760.09,5966.51,10889.05,2,1,7,2,Female,Widowed,PhD,Hydrologist,East,Comprehensive,Student,Quarterly,SMS,Parent,Poor,Good,Owner,Medium,Very High,1,1,0,0,0,1,0,0,1,0,0
36,52111.33,589.0,0,38,17266.03,1348.29,2923.81,14271.52,15986.21,2,4,8,3,Male,Single,High School,Banker,North,Personal Injury,Self-Employed,Quarterly,SMS,Child,Poor,Bad,Living with Family,Medium,Very High,1,1,0,1,0,1,0,1,1,1,0
20,42456.89,744.0,1,30,25875.49,1714.45,1496.81,26687.02,10050.27,3,12,4,0,Male,Married,Bachelor,"Development worker, community",North,Third Party,Self-Employed,Yearly,Phone,Parent,Excellent,Bad,Mortgage,Low,Very High,1,0,0,0,0,0,0,1,0,1,0
71,50714.11,690.0,2,38,16750.77,919.18,1684.72,28159.95,3729.49,1,0,11,1,Female,Married,Master,Teaching laboratory technician,North,Collision,Salaried,Quarterly,SMS,Other,Poor,Good,Living with Family,Low,Medium,1,1,0,0,0,1,1,1,0,1,0
31,89287.98,727.0,1,30,-4490.27,889.0,2268.3,14648.16,10790.62,3,5,7,1,Male,Divorced,PhD,,West,Comprehensive,Retired,Monthly,Email,Child,Very Good,Bad,Renter,Low,Medium,1,1,0,0,0,0,1,1,1,1,0
57,43336.6,657.0,2,32,27862.74,826.72,1434.78,5810.7,12671.66,1,11,6,0,Other,Divorced,Master,Magazine journalist,North,Personal Injury,Unemployed,Monthly,In-person,Spouse,Poor,Very Bad,Mortgage,Medium,High,0,0,0,0,0,1,1,1,0,1,0
76,70907.87,684.0,2,11,26454.44,1426.49,1051.27,17429.8,14246.33,4,1,5,1,Male,Widowed,,Warehouse manager,West,Collision,Student,Monthly,Email,Spouse,Fair,Very Bad,Living with Family,Low,High,0,1,0,1,0,0,0,0,1,1,0
72,66316.4,695.0,0,24,9344.58,896.06,1675.5,14024.85,6593.43,4,19,6,1,Male,Widowed,High School,Architect,Central,Comprehensive,Salaried,Quarterly,Email,Self,Good,Average,Owner,Low,High,1,1,0,0,1,0,0,1,1,1,0
79,80121.49,731.0,1,22,8666.96,1367.95,2806.08,16191.51,28830.9,1,14,8,3,Male,Widowed,Master,Broadcast engineer,East,Third Party,Self-Employed,Monthly,In-person,Child,Very Good,Excellent,Living with Family,Low,Very High,1,1,0,1,0,1,1,1,1,1,0
21,58153.61,769.0,0,27,33510.93,1607.88,2581.53,11132.72,15398.73,2,8,0,2,Female,Widowed,None,Insurance broker,North,Personal Injury,Unemployed,Monthly,SMS,Spouse,Good,Good,Renter,Low,Medium,0,0,0,0,0,0,0,0,0,1,0
76,36594.83,662.0,2,32,17594.03,1001.44,2144.13,16917.27,16282.87,1,5,12,2,Male,Divorced,High School,"Psychologist, educational",West,Collision,Unemployed,Quarterly,In-person,Spouse,Good,Average,Owner,Medium,Medium,1,0,0,1,1,0,0,1,0,1,0
77,74888.18,662.0,3,37,27535.76,971.37,1751.04,-3639.94,14398.08,3,2,0,3,Female,Married,Master,Software engineer,East,Comprehensive,Retired,Quarterly,Phone,Parent,Poor,Excellent,Living with Family,Low,Medium,1,0,0,1,1,0,0,1,1,1,0
69,56252.67,667.0,0,25,13060.29,1400.98,2795.03,18588.78,5797.09,4,8,3,0,Female,Widowed,High School,Paramedic,East,Collision,Retired,Yearly,In-person,Parent,Very Good,Good,Mortgage,Low,High,0,0,0,1,0,1,0,1,0,0,0
28,79116.95,650.0,2,23,26552.76,1214.36,2753.13,26364.02,7907.45,2,0,2,3,Female,Single,Bachelor,Ophthalmologist,South,Comprehensive,Student,Monthly,Phone,Self,Good,Excellent,Owner,Medium,Medium,1,1,0,1,0,1,0,1,0,0,0
75,72239.53,812.0,0,4,10771.47,491.13,3494.3,13098.15,12813.7,1,18,10,0,Male,Divorced,High School,Sales promotion account executive,East,Third Party,Self-Employed,Quarterly,Email,Self,Poor,Excellent,Living with Family,Medium,High,1,1,0,0,0,0,0,1,1,0,0
48,74938.04,595.0,1,16,24222.85,1659.56,490.95,16257.37,773.77,1,4,11,2,Male,Divorced,High School,General practice doctor,Central,Comprehensive,Retired,Quarterly,In-person,Self,Fair,Excellent,Mortgage,Low,Medium,1,0,0,0,0,0,0,1,0,1,0
60,95527.23,814.0,3,36,23568.95,1365.6,1103.2,-1056.86,7626.89,1,2,8,4,Female,Single,None,Warehouse manager,East,Collision,Unemployed,Quarterly,Phone,Spouse,Fair,Very Bad,Living with Family,Medium,Very High,0,0,0,0,0,1,0,1,1,0,0
49,64229.97,711.0,0,14,-645.94,1085.89,3250.5,20203.2,7478.62,4,5,9,3,Female,Single,None,Research scientist (physical sciences),South,Collision,Student,Monthly,Phone,Child,Poor,Very Bad,Renter,Medium,High,1,1,0,1,0,0,1,1,1,1,0
44,81642.83,675.0,2,1,21239.77,1073.74,2878.8,24270.04,13031.02,3,4,8,3,Male,Single,Bachelor,"Engineer, chemical",South,Collision,Unemployed,Quarterly,SMS,Self,Fair,Excellent,Owner,Low,Low,1,1,0,0,0,1,0,1,1,1,0
47,53927.32,638.0,1,33,12813.86,1410.08,3247.32,31408.83,5033.46,2,9,8,0,Male,Divorced,PhD,Clinical embryologist,North,Third Party,Self-Employed,Yearly,Phone,Child,Excellent,Bad,Living with Family,Low,Medium,0,0,0,0,0,0,0,1,0,1,0
60,68110.67,677.0,3,19,30930.05,1186.54,1786.29,-8746.62,20052.99,2,11,6,4,Male,Single,High School,Careers adviser,North,Collision,Salaried,Yearly,In-person,Spouse,Good,Good,Owner,High,Very High,1,1,0,0,0,1,0,1,1,1,0
19,52465.94,651.0,2,29,22351.96,1217.17,2188.68,20285.19,26126.56,4,1,12,1,Female,Married,None,"Lecturer, further education",Central,Personal Injury,Retired,Yearly,SMS,Child,Good,Excellent,Living with Family,High,Very High,1,1,0,0,0,0,0,0,1,1,0
79,67188.6,749.0,0,15,17527.0,1245.21,1477.89,-2398.35,12166.09,3,1,14,1,Male,Single,None,,South,Comprehensive,Student,Monthly,Email,Child,Very Good,Average,Living with Family,High,Medium,0,1,0,1,0,0,0,1,0,1,0
66,65622.08,711.0,1,3,35188.53,954.28,631.86,18911.58,16219.93,3,9,9,1,Male,Divorced,Master,Stage manager,Central,Third Party,Student,Yearly,In-person,Parent,Good,Very Bad,Owner,Low,Low,1,0,0,0,0,0,0,1,1,1,0
26,29091.5,763.0,1,30,967.83,1091.77,2611.65,9456.44,12481.75,4,17,0,2,Female,Widowed,Bachelor,,South,Personal Injury,Student,Yearly,SMS,Other,Very Good,Average,Mortgage,Medium,High,1,0,0,0,0,1,0,1,1,0,0
45,50824.08,665.0,1,25,39272.92,1143.5,3632.53,20005.41,7297.67,4,18,6,3,Male,Married,High School,"Producer, radio",East,Third Party,Unemployed,Monthly,In-person,Parent,Poor,Bad,Owner,Medium,Very High,0,1,0,1,0,1,1,1,1,1,0
48,63454.74,687.0,1,11,38754.51,971.81,2365.94,19309.63,5311.62,2,1,9,1,Female,Divorced,PhD,,North,Comprehensive,Unemployed,Monthly,Email,Parent,Fair,Excellent,Renter,High,Very High,1,0,0,0,1,1,1,1,1,1,0
77,26139.11,675.0,3,1,16103.11,1282.42,1926.94,15830.28,11713.84,1,1,9,3,Female,Single,High School,Art gallery manager,West,Comprehensive,Self-Employed,Quarterly,Phone,Other,Poor,Bad,Mortgage,Low,High,1,0,0,1,1,1,1,1,1,1,0
51,58562.33,661.0,0,7,28883.98,1345.3,1604.32,10435.14,6626.39,3,8,8,1,Male,Single,Master,Ceramics designer,North,Comprehensive,Self-Employed,Quarterly,Email,Other,Very Good,Average,Living with Family,High,Low,1,0,0,0,0,0,0,1,1,1,0
78,75127.05,628.0,2,13,24853.64,1705.95,3391.08,16619.28,15067.07,1,13,7,1,Female,Single,PhD,Biomedical scientist,North,Comprehensive,Unemployed,Quarterly,In-person,Parent,Poor,Good,Living with Family,Low,Low,0,1,0,0,0,0,0,1,0,1,0
73,79503.7,715.0,3,23,-4851.89,971.71,2564.87,24385.59,6784.26,4,8,13,3,Female,Single,PhD,Quarry manager,North,Personal Injury,Salaried,Yearly,In-person,Other,Good,Average,Owner,Medium,Low,1,1,0,0,0,0,1,0,1,1,0
32,48263.33,697.0,0,39,18884.77,1467.14,2597.01,17674.92,11102.54,1,1,4,1,Male,Divorced,PhD,Financial risk analyst,Central,Personal Injury,Unemployed,Yearly,SMS,Spouse,Very Good,Average,Renter,Low,Very High,1,1,0,1,0,1,0,1,1,1,0
65,80466.09,677.0,0,24,7349.53,1627.48,1344.86,22905.22,5713.33,2,1,13,0,Female,Widowed,None,Logistics and distribution manager,West,Personal Injury,Retired,Quarterly,In-person,Parent,Good,Good,Mortgage,High,Low,1,1,0,0,0,1,0,1,0,1,0
42,78121.75,705.0,1,6,6437.75,1484.88,1766.54,1112.43,5372.62,1,2,5,0,Female,Single,Bachelor,Theatre manager,Central,Personal Injury,Salaried,Quarterly,Email,Parent,Good,Very Bad,Living with Family,Medium,Medium,1,1,0,1,1,1,0,1,0,0,1
53,27781.64,659.0,0,31,17135.3,1050.58,3087.88,15642.12,17221.02,3,15,8,3,Female,Divorced,Bachelor,"Therapist, drama",East,Third Party,Unemployed,Monthly,Phone,Child,Poor,Bad,Mortgage,Medium,Medium,1,1,0,0,0,0,0,1,1,1,1
25,61736.88,680.0,4,22,17482.14,1107.22,2078.97,10157.55,7693.38,2,16,6,0,Male,Widowed,PhD,"Nurse, mental health",Central,Third Party,Retired,Yearly,Phone,Other,Fair,Very Bad,Renter,Low,Medium,0,0,0,1,0,1,0,1,0,1,0
26,63396.44,723.0,3,38,32158.17,1655.38,1978.78,22774.83,7970.52,1,13,14,4,Male,Married,PhD,Nutritional therapist,West,Personal Injury,Unemployed,Quarterly,Phone,Parent,Fair,Good,Mortgage,Low,High,0,1,0,0,1,1,0,1,0,1,0
75,82781.93,729.0,3,25,12475.06,1144.05,4507.64,20309.63,6767.22,4,0,5,3,Male,Widowed,Master,Recruitment consultant,West,Third Party,Unemployed,Quarterly,SMS,Self,,Bad,Mortgage,High,Low,1,0,0,0,0,1,0,1,0,1,0
75,64295.77,756.0,1,6,16051.84,1190.96,2555.64,9863.2,7487.58,2,6,14,2,Female,Single,Master,Chief Marketing Officer,East,Third Party,Salaried,Quarterly,SMS,Self,Very Good,Average,Mortgage,Medium,Low,1,1,0,1,0,1,1,1,0,1,0
54,80905.97,,0,3,33673.34,1053.99,2362.14,16536.26,9464.27,1,13,10,1,Female,Divorced,Master,Air cabin crew,East,Collision,Retired,Quarterly,Email,Spouse,Fair,Excellent,Mortgage,Medium,Low,0,0,0,1,0,1,0,0,0,1,0
65,48288.27,631.0,0,24,18162.98,1432.15,2391.38,13595.38,-120.92,3,5,14,1,Female,Divorced,None,Physiological scientist,North,Personal Injury,Self-Employed,Yearly,Email,Spouse,Very Good,Very Bad,Living with Family,Low,High,1,1,0,0,0,0,0,0,1,1,0
62,36029.26,622.0,3,17,14868.57,461.76,1957.57,18922.16,14065.53,3,10,1,3,Female,Single,Bachelor,Television floor manager,South,Comprehensive,Self-Employed,Quarterly,SMS,Child,Fair,Good,Living with Family,High,High,1,1,0,0,0,1,0,1,1,1,0
79,50282.43,647.0,4,6,28568.56,957.0,2441.99,18485.26,11972.47,2,1,4,1,Male,Divorced,High School,Adult nurse,South,Third Party,Student,Yearly,Phone,Child,Good,Good,Mortgage,Medium,Very High,1,0,0,1,1,1,0,1,1,1,0
56,83654.83,663.0,0,21,25306.32,906.03,4052.09,15683.78,14385.42,3,3,13,3,Male,Married,None,Multimedia programmer,West,Collision,Retired,Quarterly,Phone,Parent,Poor,Good,Renter,High,High,1,0,0,0,0,1,0,1,1,1,0
49,73888.79,701.0,0,3,20999.29,1676.52,2830.46,1621.24,16475.31,4,17,6,0,Male,Single,PhD,Mudlogger,South,Third Party,Student,Monthly,SMS,Child,Fair,Excellent,Living with Family,Medium,Medium,1,1,0,0,1,0,0,0,1,1,0
75,94836.92,738.0,2,28,29240.52,1269.66,1223.7,29848.76,10729.71,3,18,2,1,Female,Divorced,Bachelor,Purchasing manager,West,Personal Injury,Salaried,Quarterly,Phone,Spouse,Very Good,Average,Renter,Medium,High,1,1,0,1,0,1,0,1,1,1,0
69,38350.06,660.0,1,23,7523.28,1139.47,2150.16,25555.35,10518.89,3,9,13,0,Female,Married,None,"Production designer, theatre/television/film",South,Third Party,Unemployed,Yearly,Email,Self,Good,Excellent,Renter,Medium,Very High,1,1,0,1,0,0,0,1,0,0,0
34,75619.83,708.0,2,39,14181.17,1138.8,2583.41,15894.48,12984.32,2,3,10,1,Other,Divorced,Bachelor,Stage manager,North,Collision,Salaried,Quarterly,In-person,Self,,Average,Owner,Medium,Very High,0,1,0,0,1,1,0,1,1,1,0
52,71322.99,743.0,2,37,39983.37,785.53,1294.94,20187.56,3418.8,2,18,1,4,Other,Divorced,Master,Historic buildings inspector/conservation officer,Central,Collision,Self-Employed,Quarterly,Email,Child,Good,Average,Renter,High,High,0,0,0,0,0,1,1,1,1,1,0
54,55720.25,657.0,1,11,-10344.57,1606.86,2125.71,21011.43,8209.11,4,18,10,2,Male,Single,PhD,"Solicitor, Scotland",East,Personal Injury,Retired,Monthly,Email,Spouse,Fair,Average,Renter,High,Medium,1,0,0,0,1,1,0,1,0,0,0
36,71638.91,665.0,2,8,13271.81,1094.59,1731.18,8094.23,14894.64,2,9,4,3,Other,Divorced,Bachelor,Location manager,East,Comprehensive,Student,Monthly,SMS,Spouse,Good,Bad,Living with Family,High,High,1,1,0,1,0,0,1,1,1,1,0
61,62099.47,683.0,1,14,8165.63,1377.94,2183.06,27421.14,14318.66,2,5,14,3,Male,Widowed,Bachelor,Futures trader,Central,Personal Injury,Retired,Monthly,Phone,Parent,,Good,Mortgage,Medium,Very High,1,1,0,0,0,1,0,1,0,0,0
46,66904.61,596.0,0,12,20710.18,1003.05,2556.02,-5318.87,20995.19,1,9,5,3,Other,Married,Master,"Producer, radio",West,Third Party,Self-Employed,Yearly,Phone,Self,Very Good,Bad,Living with Family,Low,Very High,1,0,1,0,0,1,0,1,1,1,0
76,70208.25,705.0,1,29,26049.39,1182.01,3058.94,-2042.79,9618.27,2,14,5,0,Female,Married,Master,Chartered legal executive (England and Wales),East,Collision,Student,Monthly,Email,Self,Good,Very Bad,Living with Family,Low,Low,1,1,0,0,0,0,0,1,1,0,0
24,74701.64,619.0,0,34,31069.62,924.34,1576.91,7852.84,16083.35,1,8,10,1,Female,Married,Master,Materials engineer,North,Third Party,Student,Yearly,Email,Spouse,Poor,Very Bad,Renter,Low,High,1,0,0,0,0,1,1,1,1,1,0
45,61302.17,719.0,2,34,15896.16,1125.59,2431.47,18357.55,9705.07,1,6,11,1,Female,Single,Bachelor,"Designer, ceramics/pottery",South,Comprehensive,Self-Employed,Quarterly,Email,Other,Fair,Good,Mortgage,High,High,0,0,0,0,0,0,0,1,1,0,0
26,86660.04,658.0,0,25,10772.14,1512.23,2238.16,16331.72,4497.57,4,2,5,0,Male,Single,High School,Mining engineer,West,Third Party,Self-Employed,Quarterly,SMS,Spouse,Very Good,Bad,Living with Family,Medium,Low,1,0,0,0,0,0,0,1,0,1,0
45,56764.12,654.0,1,18,5487.3,1231.75,2323.83,15727.39,10883.72,4,0,6,3,Male,Divorced,High School,Health visitor,North,Third Party,Unemployed,Monthly,Email,Spouse,Good,Excellent,Renter,Low,Medium,0,0,0,0,0,0,0,0,0,1,0
23,88256.36,631.0,3,20,20479.25,1312.24,1844.5,14285.35,8903.59,3,2,8,1,Male,Single,Bachelor,Barista,East,Third Party,Student,Monthly,In-person,Spouse,Good,Excellent,Renter,Low,Low,1,0,0,0,0,1,1,1,0,0,0
46,43082.34,707.0,1,20,41272.99,1218.8,2462.03,11792.31,7894.22,2,18,14,1,Male,Married,Bachelor,"Restaurant manager, fast food",East,Comprehensive,Student,Quarterly,In-person,Parent,Poor,Very Bad,Living with Family,Medium,Medium,0,0,0,1,0,0,0,1,1,0,0
75,45224.11,706.0,0,12,14123.03,1689.35,2894.95,2246.26,4628.23,1,11,6,2,Male,Married,Bachelor,"Journalist, newspaper",North,Personal Injury,Salaried,Yearly,Email,Child,Good,Excellent,Mortgage,Medium,Medium,1,0,0,1,1,1,0,1,1,1,1
34,46102.35,657.0,2,20,19282.19,955.04,1386.54,1232.75,8706.73,3,1,0,1,Male,Divorced,Master,Holiday representative,Central,Collision,Self-Employed,Yearly,SMS,Child,Good,Good,Mortgage,Medium,Low,1,0,0,0,0,1,1,1,0,0,0
33,74352.91,769.0,1,23,21361.92,1158.57,3882.72,2158.4,5803.16,1,15,0,4,Male,Single,High School,"Doctor, general practice",Central,Third Party,Self-Employed,Yearly,In-person,Spouse,Very Good,Very Bad,Renter,Medium,Medium,1,1,0,0,1,0,0,0,1,1,0
40,47918.08,681.0,1,25,15771.53,1256.37,3253.3,4069.47,19921.93,1,8,8,4,Male,Widowed,High School,"Sound technician, broadcasting/film/video",Central,Personal Injury,Retired,Yearly,In-person,Parent,Good,Average,Living with Family,Low,Very High,1,0,0,0,0,0,0,0,0,1,0
48,82351.88,679.0,1,30,34232.47,901.21,1240.33,852.87,14535.36,2,19,2,2,Male,Single,None,Energy engineer,West,Third Party,Retired,Yearly,Email,Self,Very Good,Bad,Owner,Medium,Low,1,0,0,1,0,0,0,1,1,0,0
20,52102.89,682.0,3,29,32093.22,1237.94,3657.47,639.89,4157.51,3,7,7,3,Male,Single,High School,Set designer,South,Collision,Unemployed,Quarterly,In-person,Spouse,Good,Bad,Living with Family,High,Medium,0,1,0,0,1,0,0,1,1,1,0
38,65989.29,645.0,1,23,28182.67,1208.89,3711.65,12261.62,7015.68,3,9,14,3,Female,Married,High School,"Doctor, general practice",North,Collision,Student,Yearly,In-person,Parent,Good,Bad,Owner,Low,Very High,0,1,0,0,0,1,0,1,1,1,0
43,69601.31,630.0,1,31,29605.34,1234.17,2097.76,25558.59,8025.12,4,14,0,0,Female,Divorced,PhD,"Physicist, medical",South,Comprehensive,Self-Employed,Quarterly,SMS,Spouse,Good,Bad,Renter,High,Low,1,0,0,0,0,0,1,1,1,1,0
53,44763.84,661.0,1,29,13147.65,1235.49,2664.54,19402.97,8958.36,2,13,3,4,Female,Married,High School,"Designer, textile",North,Personal Injury,Retired,Yearly,Email,Child,Poor,Average,Renter,Low,Medium,1,1,0,0,0,1,0,0,1,1,0
59,39138.4,711.0,1,25,8521.0,998.52,2572.39,5738.5,5811.8,1,10,14,3,Female,Single,High School,Exhibition designer,East,Third Party,Student,Monthly,Email,Child,Fair,Good,Owner,Low,High,1,1,0,0,0,1,0,1,1,0,0
54,64243.25,587.0,1,37,13226.62,712.63,1398.0,8099.45,9446.77,1,12,2,0,Male,Married,None,Building services engineer,East,Comprehensive,Unemployed,Quarterly,Email,Child,Poor,Bad,Mortgage,Medium,Medium,1,0,0,0,0,1,0,1,0,1,0
70,55841.38,605.0,3,17,22804.13,1254.92,3321.58,33969.1,15075.36,4,7,10,4,Female,Divorced,High School,Make,South,Comprehensive,Salaried,Yearly,In-person,Self,Fair,Very Bad,Mortgage,Medium,Low,0,1,0,1,0,0,0,1,1,0,1
39,67476.74,649.0,1,11,16754.26,931.99,995.31,10009.65,8155.32,1,12,6,0,Male,Widowed,Bachelor,"Psychologist, forensic",East,Third Party,Self-Employed,Quarterly,In-person,Self,Poor,Average,Owner,Low,Very High,1,0,0,0,0,0,1,1,1,0,0
79,39815.13,590.0,0,20,25690.91,1172.27,2731.51,4129.58,4040.2,4,11,2,3,Female,Divorced,None,Industrial/product designer,South,Third Party,Unemployed,Monthly,SMS,Other,Good,Very Bad,Owner,Low,Medium,1,0,0,1,1,1,0,1,1,0,0
59,54648.64,609.0,2,22,21082.19,975.47,3754.4,12117.88,-85.45,1,7,4,4,Female,Divorced,Master,Warden/ranger,Central,Personal Injury,Student,Yearly,SMS,Self,Fair,Good,Mortgage,Low,High,1,1,0,0,0,0,1,1,1,0,0
29,57272.44,720.0,2,27,6606.8,755.77,1149.0,9306.64,201.31,4,11,12,2,Male,Single,Bachelor,"Horticulturist, commercial",South,Personal Injury,Student,Yearly,In-person,Child,Poor,Very Bad,Living with Family,Low,Low,1,1,0,0,1,1,0,1,1,1,0
59,23437.95,658.0,1,16,32407.78,1308.19,2265.52,6435.57,11422.94,4,18,1,4,Female,Divorced,High School,"Development worker, international aid",West,Third Party,Salaried,Quarterly,SMS,Other,Good,Very Bad,Living with Family,Low,Medium,1,0,0,1,0,0,1,1,0,1,1
78,74931.86,637.0,1,14,14886.77,1410.1,3411.88,15346.8,10632.8,3,18,14,3,Male,Widowed,High School,"Surveyor, hydrographic",East,Collision,Salaried,Quarterly,SMS,Parent,Good,Excellent,Owner,Medium,High,1,1,0,1,0,1,1,1,1,0,0
30,48638.37,686.0,1,22,27863.02,1530.99,2821.84,27667.38,8989.19,2,0,2,3,Female,Divorced,High School,Sports coach,South,Collision,Salaried,Yearly,In-person,Other,Good,Very Bad,Owner,High,Low,1,0,0,0,0,0,0,1,1,1,0
28,82487.42,685.0,1,33,11523.94,1065.88,3166.8,1796.87,7090.11,4,8,0,3,Male,Married,Bachelor,"Engineer, manufacturing systems",West,Third Party,Student,Yearly,In-person,Self,Fair,Very Bad,Owner,Medium,High,0,1,0,0,0,1,1,1,1,1,1
71,49607.54,738.0,3,27,11189.55,1211.91,1950.16,18882.15,7876.34,2,16,13,2,Female,Widowed,None,"Engineer, materials",East,Personal Injury,Student,Quarterly,SMS,Other,Good,Excellent,Mortgage,Medium,Medium,0,0,1,0,0,0,0,1,1,0,0
33,52180.1,591.0,2,3,10709.96,1302.19,1747.43,24879.55,11295.95,4,2,11,4,Female,Widowed,PhD,"Engineer, chemical",West,Personal Injury,Student,Quarterly,Phone,Spouse,Good,Average,Living with Family,Low,High,1,0,0,0,0,0,0,1,0,1,0
